yyyymm,permno,actual_ret,predicted_ret,decile
198606,10078,-0.118056,0.017025661150751947,7
198607,10078,-0.03937,0.013376754485121245,8
198609,10078,-0.00885,0.004557249299927818,7
198610,10078,0.348214,0.07223495072149867,9
198612,10078,0.109827,0.07498258250931658,10
198703,10078,0.09292,0.01235599514777778,6
198704,10078,0.165992,-0.012952220251062468,3
198706,10078,-0.063218,-0.01897395672528643,2
198707,10078,-0.150307,-0.013926321121732666,3
198708,10078,0.119134,0.0009363811143072182,4
198709,10078,-0.064516,0.0030370886833325115,5
198711,10078,-0.17037,-0.024447729607770863,3
198712,10078,0.196429,0.002153073091205984,6
198802,10078,-0.022388,-0.03298442762385408,1
198803,10078,0.091603,-0.009754802891739642,3
198805,10078,-0.042553,-0.020462960659238694,3
198806,10078,0.111111,-0.008084299900460928,4
198808,10078,0.054608,-0.005327520789375338,6
198809,10078,-0.087379,-0.01902089136885933,2
198810,10078,-0.191489,-0.01638836987841137,2
198811,10078,-0.039474,-0.007377428445735593,4
198901,10078,0.142857,-0.02116860462613391,1
198902,10078,-0.065789,-0.03090198739324119,1
198903,10078,-0.091549,-0.012501652421693382,3
198905,10078,0.284672,0.062395336417324455,10
198906,10078,-0.227273,-0.011796418103688566,3
198907,10078,-0.147059,-0.032535326790325156,1
198908,10078,0.077586,-0.0011094001722152178,4
198910,10078,0.090164,0.057573305388192345,10
198911,10078,-0.022556,0.017348257282746325,8
199001,10078,0.123188,0.07945500513590405,10
199002,10078,0.154839,0.07913449857509187,10
199004,10078,0.088398,0.04358479842320992,9
199005,10078,0.233503,0.04913115431751039,9
199007,10078,-0.073529,-0.007017175413790178,4
199008,10078,-0.087302,-0.024121861035008962,1
199010,10078,-0.268571,-0.012926303648484795,5
199011,10078,0.304688,0.027055230942263697,9
199012,10078,0.023952,0.049185770365427255,9
199101,10078,0.327485,0.05266838034128409,9
199102,10078,0.132159,0.03535131280779476,8
199104,10078,0.15748,0.08567467367386014,10
199105,10078,0.003401,0.02101717987838772,8
199107,10078,0.098655,0.0430280506916616,9
199109,10078,-0.062016,0.01462357118089241,7
199110,10078,-0.181818,-0.0007050237597425821,4
199112,10078,0.182292,0.03489274358269077,8
199201,10078,0.07489,-0.015449331899630698,1
199203,10078,-0.17029,-0.009270370901506916,4
199204,10078,-0.043668,-0.01301371980851363,3
199206,10078,-0.06278,-0.02414970026886435,2
199207,10078,0.023923,0.0005013317905683155,5
199208,10078,0.004673,-0.009817586223713948,4
199209,10078,0.162791,0.03041841265809652,9
199211,10078,-0.099291,0.0005274758423480927,4
199212,10078,0.059055,0.008177608086405934,4
199303,10078,-0.145907,-0.006998414404674523,3
199304,10078,-0.1,-0.023697500224511454,2
199306,10078,-0.0125,-0.011727986695573055,3
199308,10078,-0.117647,-0.01788045164955305,2
199309,10078,-0.085714,-0.016385655728849195,3
199311,10078,0.044118,0.004032418048092521,5
199312,10078,0.093897,0.002057438638579571,4
199401,10078,-0.090129,-0.032552994307781455,1
199402,10078,0.023585,-0.007841094370890766,4
199403,10078,0.009217,-0.016067040485578672,3
199405,10078,-0.067039,-0.012871137129941779,3
199406,10078,-0.011976,-0.02518101605618555,2
199408,10078,0.191011,0.04369360058909217,9
199409,10078,0.108491,0.024482166540107417,9
199410,10078,0.114894,0.027490408815919527,9
199411,10078,0.022901,-0.000679291267239931,5
199501,10078,-0.077465,0.005960832034970791,5
199502,10078,-0.022901,-0.012828351158692642,2
199503,10078,0.085938,0.007594838118482647,5
199505,10078,0.128527,0.0019174334201883863,4
199506,10078,0.077778,0.004668673366711079,5
199507,10078,-0.007732,0.03310865419139697,8
199508,10078,0.202597,0.011911693254862455,6
199510,10078,0.238095,0.055199925504491425,10
199511,10078,0.078526,0.019263189620467126,6
199601,10078,0.008219,-0.014790394945102299,2
199602,10078,0.141304,-0.0020431437454323416,3
199604,10078,0.24,0.03783929486344474,9
199605,10078,0.154378,-0.012856188514389312,2
199607,10078,-0.072187,0.01114648324622766,6
199609,10078,0.142529,0.011305540935739856,6
199610,10078,-0.018109,-0.04138989350018249,1
199612,10078,-0.118026,-0.0036171044041324527,3
199701,10078,0.23601,0.020088611596121055,7
199702,10078,-0.027559,-0.0027131817998760164,3
199703,10078,-0.064777,-0.0013696515445916855,6
199704,10078,-0.002165,-0.0010496301619971754,4
199706,10078,0.15407,-0.02158002030105939,2
199707,10078,0.22754,0.026799388229495923,7
199709,10078,-0.029793,-0.004844593287234418,3
199710,10078,-0.268358,-0.024954701311683966,2
199712,10078,0.107639,0.011445894142721708,5
199803,10078,-0.124016,0.03654256592442353,8
199804,10078,-0.012734,0.031328265400524975,8
199806,10078,0.084243,0.023984312096612163,7
199807,10078,0.08777,0.010836582822805295,6
199808,10078,-0.161376,-0.0005496294189943612,8
199809,10078,0.257098,0.01173493932655515,6
199811,10078,0.271459,0.02473088512190768,7
199812,10078,0.156118,0.014376333700934225,5
199903,10078,0.285164,-0.010780311592228734,4
199904,10078,-0.043478,-0.03779169101228597,1
199906,10078,0.15272,-0.05320234089005236,1
199908,10078,0.171271,-0.028088120699690744,1
199909,10078,0.169811,-0.0030334190779836047,3
199911,10078,0.249852,-0.002799424569948304,3
199912,10078,0.171078,-0.01652167966364599,2
200001,10078,0.014528,-0.045576084811718265,1
200002,10078,0.21241,-0.07099896999303133,1
200003,10078,-0.01624,-0.04277473880356526,1
200005,10078,-0.166553,-0.02083077776180582,2
200006,10078,0.186786,0.017318593311261003,6
200007,10078,0.15945,0.03779938204381981,8
200008,10078,0.203912,0.031840419644434924,7
200010,10078,-0.050321,0.07257102689166833,10
200011,10078,-0.31398,0.07652303043551195,10
200101,10078,0.096413,0.21695807808566403,10
200102,10078,-0.349693,0.17936593194187925,10
200104,10078,0.113858,0.2806788059911652,10
200105,10078,-0.037967,0.29189523626708247,10
200107,10078,0.03626,0.28927376263055593,10
200108,10078,-0.297115,0.2656514402788488,10
200110,10078,0.227328,0.31715315853191034,10
200111,10078,0.402956,0.3192876741263077,10
200112,10078,-0.136236,0.3142153385395207,10
200201,10078,-0.125203,0.32572884404063596,10
200202,10078,-0.209108,0.34919841776365873,10
200204,10078,-0.072562,0.3882920703006111,10
200205,10078,-0.157702,0.4375068948948644,10
200207,10078,-0.217565,0.4716663132705307,10
200209,10078,-0.298103,0.47996329072549093,10
200210,10078,0.143243,0.435897384545537,10
200212,10078,-0.275227,0.45693615914644087,10
200301,10078,-0.006431,0.4307069971605468,10
200302,10078,0.113269,0.43319778412188853,10
200303,10078,-0.052326,0.45369209027491003,10
200304,10078,0.015337,0.3973375928622323,10
200306,10078,0.068966,0.41776471142464683,10
200307,10078,-0.191398,0.3720430067667759,10
200309,10078,-0.151282,0.2735879076040651,10
200310,10078,0.193354,0.3300745230695853,10
200312,10078,0.049296,0.29179484434330066,10
200403,10078,-0.214689,0.27508943998385776,10
200404,10078,-0.064748,0.3680147569506603,10
200406,10078,0.038369,0.31535984243777054,10
200408,10078,-0.020253,0.34339208451336806,10
200409,10078,0.043928,0.3366034363742039,10
200411,10078,0.233333,0.3637134885888051,10
200412,10078,-0.028829,0.3856648398451578,10
200501,10078,-0.191095,0.32179351982630094,10
200502,10078,-0.03211,0.3345327750242122,10
200503,10078,-0.042654,0.3333207600531493,10
200505,10078,0.052486,0.2957923088067642,10
200506,10078,-0.020997,0.2554967053995991,10
200508,10078,-0.010417,0.21691972428319184,10
200509,10078,0.034211,0.21758600219664104,10
200510,10078,0.017812,0.2510318603035244,10
200511,10078,-0.0575,0.1989336176524638,10
200601,10078,0.073986,0.22509883946722103,10
200602,10078,-0.073333,0.20372402005277676,10
200603,10078,0.230216,0.24339229548881763,10
200605,10078,-0.074,0.22720991781729366,10
200606,10078,-0.103672,0.24066497596413752,10
200607,10078,0.048193,0.252040671909231,10
200608,10078,0.147126,0.24696028248675578,10
200610,10078,0.09697,0.2537976672244709,10
200611,10078,-0.001842,0.2296847581108094,10
200701,10078,0.225092,0.27570761646877445,10
200702,10078,-0.076807,0.2205417850193951,10
200704,10078,-0.131448,0.1832362601216238,10
200705,10078,-0.022969,0.2570775681964835,10
200707,10078,-0.030418,0.2671260934587814,10
200708,10078,0.05098,0.2885357308554859,10
200710,10078,0.016014,0.32623561475105806,10
200711,10078,-0.090193,0.41407763615471066,10
200712,10078,-0.127527,0.34964994118517323,10
200801,10078,-0.034749,0.37988504243115256,10
200802,10078,-0.062857,0.37174105159646664,10
200803,10078,-0.053049,0.399286667968647,10
200804,10078,0.008371,0.41369065249790293,10
200806,10078,-0.159846,0.42977811920504594,10
200807,10078,-0.022978,0.451128958676689,10
200809,10078,-0.155556,0.4434878229072421,10
200810,10078,-0.394737,0.4581102811710528,10
200812,10078,0.205047,0.5063842853780547,10
200903,10078,0.564103,0.7585829101534758,10
200904,10078,0.251366,0.6509232644336086,10
200906,10078,0.024444,0.4965362860635999,10
200907,10078,-0.005423,0.5236440808309831,10
200908,10078,0.011996,0.516556134629053,10
200909,10078,-0.020474,0.5447987703687931,10
200911,10078,0.040342,0.5999511531076057,10
200912,10078,0.101058,0.6744877070005456,10
