model,description,tuning_parameters,notebook,train_r2,val_r2,test_r2,oos_r2_val,oos_r2,sharpe_annualized,mean_monthly_ret,std_monthly_ret,n_months,n_characteristics,missing_fill,standardized,train_start,train_end,train_n_obs,val_start,val_end,val_n_obs,test_start,test_end,test_n_obs
PCR,"Principal Components Regression (n_components=20, Ridge alpha=100.0)","n_components=20, alpha=100.0, variance_kept=78.9%",pcr_regression,0.15867665701628397,0.14176044829615475,-74.73146222846766,0.15681964919604185,-74.3091298229753,2.9775956964998898,0.05788889777272854,0.0673472978580592,552,209,0,True,1925,1944,889,1945,1956,709,1957,2022,77548
