model,description,tuning_parameters,notebook,train_r2,val_r2,test_r2,oos_r2_val,oos_r2,sharpe_annualized,mean_monthly_ret,std_monthly_ret,n_months,n_characteristics,missing_fill,standardized,train_start,train_end,train_n_obs,val_start,val_end,val_n_obs,test_start,test_end,test_n_obs
Kernel Ridge,KernelRidge(kernel=rbf) — exact RBF kernel regression,"alpha=1.0, gamma=0.001, kernel=rbf",kernel_ridge,0.24371488123689888,0.13113478760852648,-0.011874537840667498,0.14638043290924707,-0.006231606949758328,0.9088687090819955,0.013935932369353102,0.05311601702944239,552,209,0,True,1925,1944,889,1945,1956,709,1957,2022,77548
