model,description,tuning_parameters,notebook,train_r2,val_r2,test_r2,oos_r2_val,oos_r2,sharpe_annualized,mean_monthly_ret,std_monthly_ret,n_months,n_characteristics,missing_fill,standardized,train_start,train_end,train_n_obs,val_start,val_end,val_n_obs,test_start,test_end,test_n_obs
RBF Regression,RBFSampler (Random Fourier Features) + Ridge Regression,"n_components=50, gamma=0.1, ridge_alpha=100.0",rbf_regression,0.015637179580533678,-0.013478836889432744,-0.006176926645991898,0.004304288325668537,-0.0005657696806165013,-0.11095600861937659,-0.0015075270583089155,0.04706574238323681,552,209,0,True,1925,1944,889,1945,1956,709,1957,2022,77548
