model,description,tuning_parameters,notebook,train_r2,val_r2,test_r2,oos_r2_val,oos_r2,sharpe_annualized,mean_monthly_ret,std_monthly_ret,n_months,n_characteristics,missing_fill,standardized,train_start,train_end,train_n_obs,val_start,val_end,val_n_obs,test_start,test_end,test_n_obs
Elastic Net,ElasticNet Regression (L1 + L2 regularization),"alpha=0.01, l1_ratio=0.7, n_nonzero=7",elasticnet,0.1885351313845136,0.18162702803757702,0.1737810268469565,0.19598670532272788,0.1783886104869301,5.1691187077588525,0.11510942289252464,0.07714095193075061,552,209,0,True,1925,1944,889,1945,1956,709,1957,2022,77548
