model,description,tuning_parameters,notebook,train_r2,val_r2,test_r2,oos_r2_val,oos_r2,sharpe_annualized,mean_monthly_ret,std_monthly_ret,n_months,n_characteristics,missing_fill,standardized,train_start,train_end,train_n_obs,val_start,val_end,val_n_obs,test_start,test_end,test_n_obs
Neural Network,"MLPRegressor — ReLU activations, Adam optimizer, early stopping","layers=(128, 64), alpha=0.01, activation=relu, n_iter=500",neural_network,0.9139288837842705,-4.033352327104597,-13271.531708434939,-3.9450340204694596,-13197.514647646034,1.7335506004289296,0.035140601223193756,0.07022039819550559,552,209,0,True,1925,1944,889,1945,1956,709,1957,2022,77548
